matrix_name,dim,nnz,matrix_type,data_type,matrix_layout,square
sctap1-2r_A_09.mtx,14322,42030,coordinate,integer,general,0
c-31.mtx,5339,41955,coordinate,real,symmetric,1
dw4096.mtx,8192,41746,coordinate,real,general,1
dw8192.mtx,8192,41746,coordinate,real,general,1
Lederberg.mtx,8843,41601,coordinate,integer,general,1
cage9.mtx,3534,41594,coordinate,real,general,1
mk12-b2.mtx,1485,41580,coordinate,integer,general,0
G63.mtx,7000,41459,coordinate,pattern,symmetric,1
G64.mtx,7000,41459,coordinate,integer,symmetric,1
c-37.mtx,8204,41440,coordinate,real,symmetric,1
cegb3024.mtx,3024,41422,coordinate,pattern,symmetric,1
lock2232.mtx,2232,41280,coordinate,pattern,symmetric,1
mbeause.mtx,496,41063,coordinate,real,general,1
bips98_1142.mtx,9735,40983,coordinate,real,general,1
nopoly.mtx,10774,40808,coordinate,integer,symmetric,1
TSOPF_FS_b162_c4_b.mtx,1,40797,coordinate,real,general,0
ex27.mtx,974,40782,coordinate,real,general,1
ncvxqp1.mtx,12111,40537,coordinate,real,symmetric,1
Franz7.mtx,1740,40424,coordinate,integer,general,0
case39_b1_04.mtx,1,40215,coordinate,real,general,0
case39_b1_09.mtx,1,40215,coordinate,real,general,0
case39_b1_08.mtx,1,40215,coordinate,real,general,0
case39_b2_04.mtx,1,40215,coordinate,real,general,0
case39_b1_06.mtx,1,40215,coordinate,real,general,0
case39_b1_02.mtx,1,40215,coordinate,real,general,0
case39_b2_05.mtx,1,40215,coordinate,real,general,0
case39_b2_03.mtx,1,40215,coordinate,real,general,0
case39_b2_06.mtx,1,40215,coordinate,real,general,0
case39_b1_01.mtx,1,40215,coordinate,real,general,0
case39_b2_02.mtx,1,40215,coordinate,real,general,0
case39_b2_08.mtx,1,40215,coordinate,real,general,0
case39_b1_07.mtx,1,40215,coordinate,real,general,0
case39_b2_09.mtx,1,40215,coordinate,real,general,0
case39_b1_05.mtx,1,40215,coordinate,real,general,0
case39_b2_07.mtx,1,40215,coordinate,real,general,0
case39_b1_03.mtx,1,40215,coordinate,real,general,0
case39_b1_10.mtx,1,40215,coordinate,real,general,0
case39_b2_10.mtx,1,40215,coordinate,real,general,0
case39_b.mtx,1,40215,coordinate,real,general,0
case39_b2_01.mtx,1,40215,coordinate,real,general,0
case39_b1_11.mtx,1,40214,coordinate,real,general,0
case39_b2_11.mtx,1,40214,coordinate,real,general,0
n2c6-b6.mtx,4945,40005,coordinate,integer,general,0
aug2dc.mtx,30200,40000,coordinate,integer,symmetric,1
bloweybq.mtx,10001,39996,coordinate,real,symmetric,1
p2p-Gnutella04.mtx,10879,39994,coordinate,pattern,general,1
cat_ears_3_4.mtx,13271,39592,coordinate,pattern,general,0
case39_b2_12.mtx,1,39362,coordinate,real,general,0
case39_b1_12.mtx,1,39362,coordinate,real,general,0
rajat07.mtx,14842,39342,coordinate,pattern,symmetric,1
ex13.mtx,2568,39098,coordinate,real,symmetric,1
cegb3306.mtx,3306,39069,coordinate,pattern,symmetric,1
case39_b1_13.mtx,1,38714,coordinate,real,general,0
case39_b2_13.mtx,1,38714,coordinate,real,general,0
jan99jac020sc.mtx,6774,38692,coordinate,real,general,1
jan99jac020.mtx,6774,38692,coordinate,real,general,1
flowmeter0.mtx,9669,38530,coordinate,real,symmetric,1
seymourl.mtx,6316,38493,coordinate,integer,general,0
aug2d.mtx,29008,38416,coordinate,integer,symmetric,1
lp_nug12.mtx,8856,38304,coordinate,integer,general,0
lp_qap12.mtx,8856,38304,coordinate,integer,general,0
sts4098.mtx,4098,38227,coordinate,real,symmetric,1
rkat7_mat5.mtx,738,38114,coordinate,integer,general,0
poli3.mtx,16955,37849,coordinate,real,general,1
lp_d6cube.mtx,6184,37704,coordinate,integer,general,0
GL7d12.mtx,1019,37519,coordinate,integer,general,0
lp_woodw.mtx,8418,37487,coordinate,real,general,0
lhr02.mtx,2954,37206,coordinate,real,general,1
nasa2146.mtx,2146,37198,coordinate,real,symmetric,1
deter7.mtx,18153,37131,coordinate,real,general,0
162bit.mtx,3597,37118,coordinate,pattern,general,0
photogrammetry2.mtx,936,37056,coordinate,real,general,0
Chebyshev3.mtx,4101,36879,coordinate,real,general,1
wb-cs-stanford.mtx,9914,36854,coordinate,pattern,general,1
c-36.mtx,7479,36710,coordinate,real,symmetric,1
as-caida_G_114.mtx,31379,36406,coordinate,integer,general,1
scagr7-2b_A_3.mtx,13847,35885,coordinate,real,general,0
scagr7-2b.mtx,13847,35885,coordinate,real,general,0
EX4.mtx,2600,35880,coordinate,pattern,symmetric,1
EX3.mtx,2600,35880,coordinate,pattern,symmetric,1
circuit_1.mtx,2624,35823,coordinate,real,general,1
deter2.mtx,17313,35731,coordinate,real,general,0
Trec11.mtx,1138,35705,coordinate,integer,general,0
lp_dfl001.mtx,12230,35632,coordinate,real,general,0
L-9.mtx,17983,35596,coordinate,pattern,symmetric,1
c-30.mtx,5321,35507,coordinate,real,symmetric,1
c-34.mtx,6611,35472,coordinate,real,symmetric,1
ch7-8-b2.mtx,1176,35280,coordinate,integer,general,0
ex14.mtx,3251,35013,coordinate,real,symmetric,1
aug3d.mtx,24300,34992,coordinate,integer,symmetric,1
dtoc.mtx,24993,34986,coordinate,real,symmetric,1
cell1.mtx,7055,34855,coordinate,real,general,1
cell2.mtx,7055,34855,coordinate,real,general,1
bips98_606.mtx,7135,34738,coordinate,real,general,1
c-35.mtx,6537,34714,coordinate,real,symmetric,1
shar_te2-b1.mtx,286,34320,coordinate,integer,general,0
sit100.mtx,10262,34094,coordinate,real,symmetric,1
ccc_G_09.mtx,22528,33792,coordinate,pattern,symmetric,1
gemat11.mtx,4929,33185,coordinate,real,general,1
n4c5-b6.mtx,4340,33145,coordinate,integer,general,0
gemat12.mtx,4929,33111,coordinate,real,general,1
lp_d2q06c.mtx,5831,33081,coordinate,real,general,0
poli_large.mtx,15575,33074,coordinate,real,general,1
fxm2-16.mtx,7335,32972,coordinate,real,general,0
fe_4elt2.mtx,11143,32818,coordinate,pattern,symmetric,1
debr_G_12.mtx,16384,32765,coordinate,pattern,symmetric,1
cavity07.mtx,1182,32747,coordinate,real,general,1
cavity09.mtx,1182,32747,coordinate,real,general,1
cavity06.mtx,1182,32747,coordinate,real,general,1
cavity08.mtx,1182,32747,coordinate,real,general,1
cavity05.mtx,1182,32747,coordinate,real,general,1
Oregon-2_G_9.mtx,11806,32730,coordinate,pattern,symmetric,1
Oregon-2.mtx,11806,32730,coordinate,pattern,symmetric,1
rajat03.mtx,7602,32653,coordinate,real,general,1
bcsstk14.mtx,1806,32630,coordinate,real,symmetric,1
Oregon-2_G_8.mtx,11806,32287,coordinate,pattern,symmetric,1
lpl2.mtx,10881,32232,coordinate,integer,general,0
deter1.mtx,15737,32187,coordinate,real,general,0
n2c6-b7.mtx,5715,31920,coordinate,integer,general,0
p2p-Gnutella05.mtx,8846,31839,coordinate,pattern,general,1
Oregon-2_G_3.mtx,11806,31761,coordinate,pattern,symmetric,1
cca_G_09.mtx,22528,31744,coordinate,pattern,symmetric,1
ncvxqp9.mtx,16554,31547,coordinate,real,symmetric,1
Oregon-2_G_4.mtx,11806,31538,coordinate,pattern,symmetric,1
p2p-Gnutella06.mtx,8717,31525,coordinate,pattern,general,1
Oregon-2_G_5.mtx,11806,31434,coordinate,pattern,symmetric,1
Oregon-2_G_7.mtx,11806,31303,coordinate,pattern,symmetric,1
c-33.mtx,6317,31220,coordinate,real,symmetric,1
Oregon-2_G_1.mtx,11806,31180,coordinate,pattern,symmetric,1
lpi_greenbea.mtx,5596,31074,coordinate,real,general,0
lp_greenbea.mtx,5598,31070,coordinate,real,general,0
lp_greenbeb.mtx,5598,31070,coordinate,real,general,0
pf2177.mtx,10178,30984,coordinate,pattern,general,0
Oregon-2_G_6.mtx,11806,30943,coordinate,pattern,symmetric,1
Oregon-2_G_2.mtx,11806,30855,coordinate,pattern,symmetric,1
sc205-2r_A_10.mtx,15623,30839,coordinate,real,general,0
TSOPF_FS_b162_c3_b.mtx,1,30797,coordinate,real,general,0
crack.mtx,10240,30380,coordinate,pattern,symmetric,1
ch7-6-b5.mtx,15120,30240,coordinate,integer,general,0
c-32.mtx,5975,30223,coordinate,real,symmetric,1
scagr7-2r_A_09.mtx,11687,30069,coordinate,real,general,0
TSOPF_RS_b39_c30_b.mtx,19,30053,coordinate,real,general,0
crack_dual.mtx,20141,30043,coordinate,pattern,symmetric,1
n3c6-b5.mtx,3003,30030,coordinate,integer,general,0
qpband.mtx,20000,30000,coordinate,real,symmetric,1
ex10hs.mtx,2548,29928,coordinate,real,symmetric,1
TF14.mtx,3160,29862,coordinate,integer,general,0
deter5.mtx,14529,29715,coordinate,real,general,0
n2c6-b5.mtx,3003,29670,coordinate,integer,general,0
rdb5000.mtx,5000,29600,coordinate,real,general,1
G58.mtx,5000,29570,coordinate,pattern,symmetric,1
G59.mtx,5000,29570,coordinate,integer,symmetric,1
scrs8-2r_A_09.mtx,13867,29255,coordinate,real,general,0
TSOPF_FS_b300_b.mtx,1,29213,coordinate,real,general,0
TSOPF_FS_b300_c1_b.mtx,1,29213,coordinate,real,general,0
n4c5-b7.mtx,4735,29080,coordinate,integer,general,0
whitaker3.mtx,9800,28989,coordinate,pattern,symmetric,1
rajat06.mtx,10922,28922,coordinate,pattern,symmetric,1
tomography.mtx,500,28726,coordinate,real,general,1
bcsstm27.mtx,1224,28675,coordinate,real,symmetric,1
bcsstk27.mtx,1224,28675,coordinate,real,symmetric,1
ex10.mtx,2410,28625,coordinate,real,symmetric,1
whitaker3_dual.mtx,19190,28581,coordinate,pattern,symmetric,1
stormg2-8.mtx,11322,28553,coordinate,real,general,0
fd12.mtx,7500,28462,coordinate,real,general,1
tuma2.mtx,12992,28440,coordinate,real,symmetric,1
scfxm1-2r_A_5.mtx,8375,28300,coordinate,real,general,0
scsd8-2r_A_08.mtx,9030,28290,coordinate,real,general,0
TSOPF_FS_b39_c7_b.mtx,1,28215,coordinate,real,general,0
lp_truss.mtx,8806,27836,coordinate,real,general,0
bayer05.mtx,3268,27836,coordinate,real,general,1
bayer07.mtx,3268,27836,coordinate,real,general,1
model6.mtx,5289,27628,coordinate,real,general,0
bayer08.mtx,3008,27576,coordinate,real,general,1
bayer06.mtx,3008,27576,coordinate,real,general,1
ex3.mtx,1821,27253,coordinate,real,symmetric,1
Maragal_4.mtx,1034,26719,coordinate,real,general,0
c-25.mtx,3797,26716,coordinate,real,symmetric,1
barth.mtx,6691,26439,coordinate,pattern,symmetric,1
meg4.mtx,5860,26324,coordinate,real,symmetric,1
lock1074.mtx,1074,26313,coordinate,pattern,symmetric,1
n4c5-b5.mtx,2852,26040,coordinate,integer,general,0
p2p-Gnutella09.mtx,8114,26013,coordinate,pattern,general,1
ca-HepTh.mtx,9877,25998,coordinate,pattern,symmetric,1
bibd_13_6.mtx,1716,25740,coordinate,pattern,general,0
cz2548.mtx,2548,25674,coordinate,real,general,1
eurqsa.mtx,7245,25633,coordinate,real,symmetric,1
lp_degen3.mtx,2604,25432,coordinate,integer,general,0
lns_3937.mtx,3937,25407,coordinate,real,general,1
lnsp3937.mtx,3937,25407,coordinate,real,general,1
model8.mtx,6464,25277,coordinate,real,general,0
shermanACa.mtx,3432,25220,coordinate,real,general,1
n3c6-b9.mtx,4935,25110,coordinate,integer,general,0
sctap1-2r_A_08.mtx,8514,24958,coordinate,integer,general,0
deter6.mtx,12113,24771,coordinate,real,general,0
ex25.mtx,848,24612,coordinate,real,general,1
se_G_12.mtx,16384,24573,coordinate,pattern,symmetric,1
delaunay_n13.mtx,8192,24547,coordinate,pattern,symmetric,1
Alemdar.mtx,6245,24413,coordinate,integer,symmetric,1
c-29.mtx,5033,24382,coordinate,real,symmetric,1
mcfe.mtx,765,24382,coordinate,real,general,1
PGPgiantcompo.mtx,10680,24316,coordinate,integer,symmetric,1
bcsstk23.mtx,3134,24156,coordinate,real,symmetric,1
ch.mtx,8291,24102,coordinate,real,general,0
scfxm1-2r_A_4.mtx,7090,23990,coordinate,real,general,0
model3.mtx,4578,23974,coordinate,real,general,0
scsd8-2r_A_07.mtx,7630,23890,coordinate,real,general,0
add32.mtx,4960,23884,coordinate,real,general,1
n4c6-b3.mtx,1330,23880,coordinate,integer,general,0
cis-n4c6-b3.mtx,1330,23880,coordinate,integer,general,0
msc01440.mtx,1440,23855,coordinate,real,symmetric,1
rosen1.mtx,1544,23794,coordinate,integer,general,0
ex29.mtx,2870,23754,coordinate,real,general,1
hydr1c.mtx,5308,23752,coordinate,real,general,1
hydr1.mtx,5308,23752,coordinate,real,general,1
pltexpa_A_3.mtx,11612,23611,coordinate,integer,general,0
hydr1c_A_16.mtx,5308,23567,coordinate,real,general,1
hydr1c_A_11.mtx,5308,23563,coordinate,real,general,1
hydr1c_A_38.mtx,5308,23563,coordinate,real,general,1
hydr1c_A_61.mtx,5308,23557,coordinate,real,general,1
hydr1c_A_68.mtx,5308,23557,coordinate,real,general,1
hydr1c_A_32.mtx,5308,23556,coordinate,real,general,1
hydr1c_A_57.mtx,5308,23555,coordinate,real,general,1
hydr1c_A_72.mtx,5308,23553,coordinate,real,general,1
hydr1c_A_54.mtx,5308,23543,coordinate,real,general,1
hydr1c_A_22.mtx,5308,23542,coordinate,real,general,1
hydr1c_A_65.mtx,5308,23542,coordinate,real,general,1
hydr1c_A_35.mtx,5308,23541,coordinate,real,general,1
hydr1c_A_29.mtx,5308,23541,coordinate,real,general,1
hydr1c_A_76.mtx,5308,23541,coordinate,real,general,1
hydr1c_A_51.mtx,5308,23540,coordinate,real,general,1
hydr1c_A_25.mtx,5308,23539,coordinate,real,general,1
hydr1c_A_19.mtx,5308,23530,coordinate,real,general,1
hydr1c_A_45.mtx,5308,23526,coordinate,real,general,1
hydr1c_A_42.mtx,5308,23523,coordinate,real,general,1
hydr1c_A_48.mtx,5308,23517,coordinate,real,general,1
barth4.mtx,6019,23492,coordinate,pattern,symmetric,1
Oregon-1_G_9.mtx,11492,23409,coordinate,pattern,symmetric,1
Oregon-1.mtx,11492,23409,coordinate,pattern,symmetric,1
lp_80bau3b.mtx,12061,23264,coordinate,real,general,0
sherman2.mtx,1080,23094,coordinate,real,general,1
hydr1c_A_10.mtx,5308,23036,coordinate,real,general,1
hydr1c_A_08.mtx,5308,23010,coordinate,real,general,1
hydr1c_A_09.mtx,5308,23000,coordinate,real,general,1
hydr1c_A_04.mtx,5308,22997,coordinate,real,general,1
hydr1c_A_03.mtx,5308,22996,coordinate,real,general,1
hydr1c_A_06.mtx,5308,22983,coordinate,real,general,1
hydr1c_A_07.mtx,5308,22915,coordinate,real,general,1
hydr1c_A_05.mtx,5308,22904,coordinate,real,general,1
Oregon-1_G_4.mtx,11492,22747,coordinate,pattern,symmetric,1
Oregon-1_G_8.mtx,11492,22724,coordinate,pattern,symmetric,1
ex22.mtx,839,22715,coordinate,real,general,1
Oregon-1_G_7.mtx,11492,22677,coordinate,pattern,symmetric,1
hydr1c_A_02.mtx,5308,22618,coordinate,real,general,1
Oregon-1_G_6.mtx,11492,22607,coordinate,pattern,symmetric,1
hydr1c_A_01.mtx,5308,22592,coordinate,real,general,1
Oregon-1_G_5.mtx,11492,22493,coordinate,pattern,symmetric,1
pgp2.mtx,13254,22474,coordinate,integer,general,0
Oregon-1_G_3.mtx,11492,22469,coordinate,pattern,symmetric,1
df2177.mtx,10358,22336,coordinate,pattern,general,0
deter8.mtx,10905,22299,coordinate,real,general,0
Hamrle2.mtx,5952,22162,coordinate,real,general,1
IG5-11.mtx,1692,22110,coordinate,integer,general,0
ch7-7-b2.mtx,882,22050,coordinate,integer,general,0
Oregon-1_G_1.mtx,11492,22002,coordinate,pattern,symmetric,1
Oregon-1_G_2.mtx,11492,21999,coordinate,pattern,symmetric,1
Trefethen_2000.mtx,2000,21953,coordinate,integer,symmetric,1
sctap1-2c_A_3.mtx,7458,21854,coordinate,integer,general,0
sctap1-2c.mtx,7458,21854,coordinate,integer,general,0
primagaz.mtx,10836,21665,coordinate,integer,general,0
ch6-6-b3.mtx,2400,21600,coordinate,integer,general,0
ch6-6-b4.mtx,5400,21600,coordinate,integer,general,0
utm1700b.mtx,1700,21509,coordinate,real,general,1
Franz2.mtx,4480,21504,coordinate,integer,general,0
lp_cycle.mtx,3371,21234,coordinate,real,general,0
bayer09.mtx,3083,21216,coordinate,real,general,1
circuit_2.mtx,4510,21199,coordinate,real,general,1
lpi_ceria3d.mtx,4400,21178,coordinate,integer,general,0
TSOPF_RS_b300_c3_b.mtx,137,21109,coordinate,real,general,0
sctap1-2r_A_07.mtx,7194,21078,coordinate,integer,general,0
t2dal_a.mtx,4257,20861,coordinate,real,symmetric,1
t2dal_bci.mtx,4257,20861,coordinate,real,symmetric,1
t2dal.mtx,4257,20861,coordinate,real,symmetric,1
swang2.mtx,3169,20841,coordinate,real,general,1
swang1.mtx,3169,20841,coordinate,real,general,1
extr1b_S.mtx,2836,20800,coordinate,pattern,general,1
sherman5.mtx,3312,20793,coordinate,real,general,1
mk11-b2.mtx,990,20790,coordinate,integer,general,0
p2p-Gnutella08.mtx,6301,20777,coordinate,pattern,general,1
large_A_30.mtx,8632,20752,coordinate,real,general,0
large_A_29.mtx,8633,20686,coordinate,real,general,0
large_A_36.mtx,8624,20676,coordinate,real,general,0
large_A_32.mtx,8626,20667,coordinate,real,general,0
large_A_35.mtx,8626,20650,coordinate,real,general,0
large_A_33.mtx,8627,20650,coordinate,real,general,0
large_A_31.mtx,8623,20643,coordinate,real,general,0
large.mtx,8617,20635,coordinate,real,general,0
large_A_37.mtx,8617,20635,coordinate,real,general,0
large_A_34.mtx,8612,20586,coordinate,real,general,0
large_A_26.mtx,8632,20543,coordinate,real,general,0
nasa1824.mtx,1824,20516,coordinate,real,symmetric,1
bfly_G_08.mtx,10240,20480,coordinate,pattern,symmetric,1
pcb1000.mtx,2820,20463,coordinate,integer,general,0
large_A_27.mtx,8624,20431,coordinate,real,general,0
large_A_25.mtx,8631,20399,coordinate,real,general,0
large_A_28.mtx,8621,20362,coordinate,real,general,0
t3dl_E.mtx,20360,20360,coordinate,real,symmetric,1
t3dl_e.mtx,20360,20360,coordinate,real,symmetric,1
aircraft.mtx,7517,20267,coordinate,integer,general,0
stoch_aircraft.mtx,7517,20267,coordinate,integer,general,0
rail_5177_E.mtx,5177,20209,coordinate,real,symmetric,1
rw5151.mtx,5151,20199,coordinate,real,general,1
rail_5177.mtx,5177,20181,coordinate,real,symmetric,1
lpi_gran.mtx,2525,20111,coordinate,real,general,0
chipcool0_E.mtx,20082,20082,coordinate,real,symmetric,1
chipcool1_E.mtx,20082,20082,coordinate,real,symmetric,1
large_A_03.mtx,8580,20075,coordinate,real,general,0
shyy41.mtx,4720,20042,coordinate,real,general,1
sherman3.mtx,5005,20033,coordinate,real,general,1
G67.mtx,10000,20000,coordinate,integer,symmetric,1
olm5000.mtx,5000,19996,coordinate,real,general,1
G29.mtx,2000,19990,coordinate,integer,symmetric,1
G26.mtx,2000,19990,coordinate,pattern,symmetric,1
G25.mtx,2000,19990,coordinate,pattern,symmetric,1
G28.mtx,2000,19990,coordinate,integer,symmetric,1
G27.mtx,2000,19990,coordinate,integer,symmetric,1
G22.mtx,2000,19990,coordinate,pattern,symmetric,1
G30.mtx,2000,19990,coordinate,integer,symmetric,1
G23.mtx,2000,19990,coordinate,pattern,symmetric,1
G24.mtx,2000,19990,coordinate,pattern,symmetric,1
G31.mtx,2000,19990,coordinate,integer,symmetric,1
large_A_22.mtx,8633,19952,coordinate,real,general,0
large_A_21.mtx,8637,19936,coordinate,real,general,0
large_A_24.mtx,8624,19912,coordinate,real,general,0
c-24.mtx,4119,19909,coordinate,real,symmetric,1
large_A_23.mtx,8634,19904,coordinate,real,general,0
p6000.mtx,7967,19826,coordinate,integer,general,0
large_A_17.mtx,8618,19809,coordinate,real,general,0
commanche_dual.mtx,7920,19800,coordinate,pattern,symmetric,1
large_A_18.mtx,8608,19754,coordinate,real,general,0
large_A_15.mtx,8608,19749,coordinate,real,general,0
large_A_16.mtx,8598,19717,coordinate,real,general,0
large_A_04.mtx,8536,19717,coordinate,real,general,0
large_A_14.mtx,8585,19688,coordinate,real,general,0
large_A_13.mtx,8593,19674,coordinate,real,general,0
large_A_09.mtx,8587,19648,coordinate,real,general,0
large_A_11.mtx,8587,19637,coordinate,real,general,0
large_A_07.mtx,8587,19637,coordinate,real,general,0
g7jac010sc.mtx,2880,19635,coordinate,real,general,1
g7jac010.mtx,2880,19635,coordinate,real,general,1
large_A_10.mtx,8576,19617,coordinate,real,general,0
large_A_12.mtx,8576,19617,coordinate,real,general,0
large_A_08.mtx,8575,19595,coordinate,real,general,0
large_A_19.mtx,8625,19579,coordinate,real,general,0
large_A_20.mtx,8624,19574,coordinate,real,general,0
hydr1c_A_66.mtx,5308,19510,coordinate,real,general,1
hydr1c_A_73.mtx,5308,19510,coordinate,real,general,1
hydr1c_A_43.mtx,5308,19510,coordinate,real,general,1
hydr1c_A_26.mtx,5308,19510,coordinate,real,general,1
hydr1c_A_30.mtx,5308,19510,coordinate,real,general,1
hydr1c_A_31.mtx,5308,19506,coordinate,real,general,1
hydr1c_A_46.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_69.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_36.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_33.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_14.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_39.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_23.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_15.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_20.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_58.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_17.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_52.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_12.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_55.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_49.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_13.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_62.mtx,5308,19503,coordinate,real,general,1
hydr1c_A_67.mtx,5308,19502,coordinate,real,general,1
hydr1c_A_59.mtx,5308,19497,coordinate,real,general,1
hydr1c_A_56.mtx,5308,19495,coordinate,real,general,1
hydr1c_A_37.mtx,5308,19495,coordinate,real,general,1
hydr1c_A_74.mtx,5308,19494,coordinate,real,general,1
hydr1c_A_50.mtx,5308,19494,coordinate,real,general,1
hydr1c_A_70.mtx,5308,19492,coordinate,real,general,1
hydr1c_A_63.mtx,5308,19491,coordinate,real,general,1
hydr1c_A_40.mtx,5308,19491,coordinate,real,general,1
large_A_05.mtx,8586,19489,coordinate,real,general,0
hydr1c_A_71.mtx,5308,19488,coordinate,real,general,1
hydr1c_A_24.mtx,5308,19486,coordinate,real,general,1
hydr1c_A_60.mtx,5308,19486,coordinate,real,general,1
hydr1c_A_34.mtx,5308,19485,coordinate,real,general,1
hydr1c_A_27.mtx,5308,19485,coordinate,real,general,1
hydr1c_A_21.mtx,5308,19484,coordinate,real,general,1
hydr1c_A_44.mtx,5308,19480,coordinate,real,general,1
hydr1c_A_53.mtx,5308,19479,coordinate,real,general,1
hydr1c_A_18.mtx,5308,19479,coordinate,real,general,1
hydr1c_A_64.mtx,5308,19478,coordinate,real,general,1
hydr1c_A_28.mtx,5308,19477,coordinate,real,general,1
hydr1c_A_47.mtx,5308,19473,coordinate,real,general,1
hydr1c_A_41.mtx,5308,19468,coordinate,real,general,1
hydr1c_A_75.mtx,5308,19468,coordinate,real,general,1
coater1.mtx,1348,19457,coordinate,real,general,1
c-26.mtx,4307,19422,coordinate,real,symmetric,1
large_A_06.mtx,8576,19314,coordinate,real,general,0
deter4.mtx,9133,19231,coordinate,real,general,0
ABACUS_shell_md_E.mtx,23412,19216,coordinate,real,general,1
ABACUS_shell_ld_E.mtx,23412,19216,coordinate,real,general,1
ABACUS_shell_hd_E.mtx,23412,19216,coordinate,real,general,1
G9.mtx,800,19176,coordinate,integer,symmetric,1
G2.mtx,800,19176,coordinate,pattern,symmetric,1
G8.mtx,800,19176,coordinate,integer,symmetric,1
G1.mtx,800,19176,coordinate,pattern,symmetric,1
G6.mtx,800,19176,coordinate,integer,symmetric,1
G5.mtx,800,19176,coordinate,pattern,symmetric,1
G10.mtx,800,19176,coordinate,integer,symmetric,1
G3.mtx,800,19176,coordinate,pattern,symmetric,1
G4.mtx,800,19176,coordinate,pattern,symmetric,1
G7.mtx,800,19176,coordinate,integer,symmetric,1
ex21.mtx,656,19144,coordinate,real,general,1
wang1.mtx,2903,19093,coordinate,real,general,1
wang2.mtx,2903,19093,coordinate,real,general,1
TSOPF_RS_b39_c19_b.mtx,19,19053,coordinate,real,general,0
polblogs.mtx,1490,19025,coordinate,integer,general,1
mk10-b3.mtx,3150,18900,coordinate,integer,general,0
large_A_02.mtx,8496,18887,coordinate,real,general,0
rdb3200l.mtx,3200,18880,coordinate,real,general,1
lhr01.mtx,1477,18592,coordinate,real,general,1
Chebyshev2.mtx,2053,18447,coordinate,real,general,1
Maragal_3.mtx,860,18391,coordinate,real,general,0
large_A_01.mtx,8573,18313,coordinate,real,general,0
TSOPF_RS_b2383_c1_b.mtx,653,18307,coordinate,real,general,0
ODLIS.mtx,2909,18246,coordinate,integer,general,1
bcsstm35.mtx,30237,18211,coordinate,real,symmetric,1
lp_cre_a.mtx,7248,18168,coordinate,real,general,0
TSOPF_RS_b678_c2_b.mtx,339,18015,coordinate,real,general,0
G66.mtx,9000,18000,coordinate,integer,symmetric,1
c-27.mtx,4563,17969,coordinate,real,symmetric,1
bcsstk11.mtx,1473,17857,coordinate,real,symmetric,1
bcsstk12.mtx,1473,17857,coordinate,real,symmetric,1
c-21.mtx,3509,17833,coordinate,real,symmetric,1
msc00726.mtx,726,17622,coordinate,real,symmetric,1
c-28.mtx,4598,17594,coordinate,real,symmetric,1
c-23.mtx,3969,17524,coordinate,real,symmetric,1
add20.mtx,2395,17319,coordinate,real,general,1
plat1919.mtx,1919,17159,coordinate,real,symmetric,1
G60.mtx,7000,17148,coordinate,pattern,symmetric,1
G61.mtx,7000,17148,coordinate,integer,symmetric,1
rbsb480.mtx,480,17088,coordinate,integer,general,1
rbsa480.mtx,480,17088,coordinate,integer,general,1
n4c5-b8.mtx,3635,17055,coordinate,integer,general,0
ex4.mtx,1601,16950,coordinate,real,symmetric,1
lp_pds_02.mtx,7716,16571,coordinate,integer,general,0
flower_4_4.mtx,5529,16466,coordinate,pattern,general,0
debr_G_11.mtx,8192,16381,coordinate,pattern,symmetric,1
c-22.mtx,3792,16332,coordinate,real,symmetric,1
lp_ship12l.mtx,5533,16276,coordinate,real,general,0
mhd4800b.mtx,4800,16160,coordinate,real,symmetric,1
California.mtx,9664,16150,coordinate,pattern,general,1
bcsstk26.mtx,1922,16129,coordinate,real,symmetric,1
rosen8.mtx,1544,16058,coordinate,integer,general,0
G65.mtx,8000,16000,coordinate,integer,symmetric,1
lp_cre_c.mtx,6411,15977,coordinate,real,general,0
plbuckle.mtx,1282,15963,coordinate,real,symmetric,1
hep-th.mtx,8361,15751,coordinate,real,symmetric,1
delf_A_24.mtx,6666,15656,coordinate,real,general,0
delf_A_25.mtx,6664,15647,coordinate,real,general,0
delf_A_29.mtx,6654,15602,coordinate,real,general,0
delf_A_28.mtx,6652,15602,coordinate,real,general,0
delf_A_35.mtx,6663,15479,coordinate,real,general,0
delf_A_30.mtx,6669,15462,coordinate,real,general,0
delf_A_32.mtx,6667,15451,coordinate,real,general,0
sc205-2r_A_09.mtx,7823,15439,coordinate,real,general,0
bcsstm25.mtx,15439,15439,coordinate,real,symmetric,1
