,rows,cols,min_nnz_row,row_var,col_var,diag_var,nnz,frob_norm,symm_frob_norm,antisymm_frob_norm,one_norm,inf_norm,symm_inf_norm,antisymm_inf_norm,max_nnz_row,trace,abs_trace,min_nnz_row,avg_nnz_row,dummy_rows,dummy_rows_kind,num_value_symm_1,nnz_pattern_symm_1,num_value_symm_2,nnz_pattern_symm_2,row_diag_dom,col_diag_dom,diag_avg,diag_sign,diag_nnz,lower_bw,upper_bw,row_log_val_spread,col_log_val_spread,symm,matrix,matrix_id
348,22835,22835,1,3.911330096882909e+19,3.44484007866406e+19,0.07337020337581635,1711557,945144987648.0,668319023104.0,668319023104.0,886960029696.0,1302710059008.0,651352997888.0,651352997888.0,1050,-68.54299926757812,86.77529907226562,1,74,0,0,0,0,0.5,8.138290041870277e-11,0,0,0.0038000999484211206,3,7,20403,14761,30.24530029296875,22.54759979248047,0,Zd_Jac6.mtx,-2361538441627840228
349,40216,40216,0,1.3299500449792e+16,1.3302000120758272e+16,1.3447700443824128e+16,526144,23258599424.0,23256299520.0,328168992.0,23441500160.0,23127500800.0,23284500480.0,156990000.0,33,-28876500992.0,28876599296.0,0,13,21,1,0,0,0.9823899865150452,0.9647799730300903,0,0,718037.0,3,10118,40206,0,16.4591007232666,18.721200942993164,0,case39_A_08.mtx,2514672631288945368
350,40216,40216,0,4.4278400744388695e+21,4.6050499643764575e+21,6.883029765645564e+21,526144,16868700061696.0,16751900229632.0,1981510057984.0,16013599965184.0,13344599703552.0,14679100358656.0,1334469984256.0,33,-37966898528256.0,37966898528256.0,0,13,21,1,0,0,0.9499670267105103,0.8999339938163757,0,0,944073984.0,3,10118,40206,0,15.91349983215332,18.13089942932129,0,case39_A_10.mtx,5382597748306901412
351,40216,40216,0,15626900480.0,15710499840.0,15935500288.0,526144,25383800.0,25348200.0,1344080.0,26907300.0,25070400.0,25988900.0,919328.0,33,-43012300.0,43064900.0,0,13,21,1,0,0,0.9559699892997742,0.9119399785995483,0,0,1070.8399658203125,3,10118,40206,0,15.176600456237793,16.6382999420166,0,case39_A_03.mtx,-4126372062970126979
352,40216,40216,0,3.4028234663852886e+38,3.4028234663852886e+38,3.4028234663852886e+38,526144,5.232039978599071e+21,5.187210022008318e+21,6.834389763770055e+20,5.532629920978148e+21,4.610609939591423e+21,5.071620071022274e+21,4.61013016549362e+20,33,-9.298650267576227e+21,9.298650267576227e+21,0,13,21,1,0,0,0.9371610283851624,0.8743219971656799,0,0,2.3121800101206426e+17,3,10118,40206,0,28.227800369262695,29.123699188232422,0,case39_A_12.mtx,-502455007136148313
353,40216,40216,0,3226219982094336.0,3226870132768768.0,3232180054523904.0,526144,11401900032.0,11401299968.0,121800000.0,11551599616.0,11390900224.0,11471200256.0,80363504.0,33,-12476300288.0,12476399616.0,0,13,21,1,0,0,0.989162027835846,0.9783250093460083,0,0,310235.0,3,10118,40206,0,15.320099830627441,17.3971004486084,0,case39_A_07.mtx,1405304673125500923
354,40216,40216,0,3743849984.0,3769060096.0,4435350016.0,526144,13402900.0,13377800.0,819800.0,13281200.0,12271900.0,12776600.0,505852.0,33,-32500100.0,32556200.0,0,13,21,1,0,0,0.9576089978218079,0.9152169823646545,0,0,809.5330200195312,3,10118,40206,0,15.955499649047852,18.75,0,case39_A_04.mtx,6250692903953752557
355,40216,40216,0,7328160173522944.0,7595879980597248.0,7338899739246592.0,526144,17489399808.0,17334900736.0,2319640064.0,20448000000.0,17167500288.0,18807799808.0,1640240000.0,33,-17848399872.0,17848399872.0,0,13,21,1,0,0,0.9222800135612488,0.8445600271224976,0,0,443815.0,3,10118,40206,0,15.79699993133545,18.27050018310547,0,case39_A_05.mtx,-5966641678236845892
356,40216,40216,0,2.136959947332649e+17,2.137879929327452e+17,2.137249943524475e+17,526144,92726501376.0,92716597248.0,1359180032.0,94627799040.0,92706103296.0,93667000320.0,960833984.0,33,-93384097792.0,93384097792.0,0,13,21,1,0,0,0.9895750284194946,0.9791499972343445,0,0,2322060.0,3,10118,40206,0,15.412300109863281,18.0580997467041,0,case39_A_06.mtx,-835834316816217849
357,40216,40216,0,1.3316600489465475e+30,1.384939978784331e+30,1.6710100599841975e+30,526144,2.637009932905349e+17,2.614599996145664e+17,3.43075008282624e+16,2.7770299899235533e+17,2.3142300839103693e+17,2.5456300369169613e+17,2.3139999595626496e+16,33,-4.745549909841674e+17,4.745549909841674e+17,0,13,21,1,0,0,0.9378700256347656,0.8757399916648865,0,0,11800200347648.0,3,10118,40206,0,20.64069938659668,21.536699295043945,0,case39_A_11.mtx,7828030161565152526
358,40216,40216,0,14512.5,14720.7001953125,497399.0,526139,142011.0,141526.0,11736.099609375,27136.5,24180.599609375,25647.80078125,3705.47998046875,33,-1223190.0,1223190.0,0,13,21,1,0,0,0.8853240013122559,0.7706490159034729,0,0,30.41550064086914,3,10118,40206,0,21.96739959716797,20.589799880981445,0,case39.mtx,6850305319182482707
359,40216,40216,0,14512.5,14720.7001953125,497399.0,526139,142011.0,141526.0,11736.099609375,27136.5,24180.599609375,25647.80078125,3705.47998046875,33,-1223190.0,1223190.0,0,13,21,1,0,0,0.8853240013122559,0.7706490159034729,0,0,30.41550064086914,3,10118,40206,0,21.96739959716797,20.589799880981445,0,case39_A_01.mtx,2253379781234899325
360,40216,40216,0,205360002498560.0,205555004080128.0,205388003672064.0,526144,2875259904.0,2874579968.0,62758300.0,2962629888.0,2873880064.0,2918259968.0,44378200.0,33,-2904069888.0,2904130048.0,0,13,21,1,0,0,0.9847530126571655,0.969506025314331,0,0,72213.296875,3,10118,40206,0,14.295900344848633,16.688499450683594,0,case39_A_02.mtx,623238146292321514
361,40216,40216,0,3.4028234663852886e+38,3.4028234663852886e+38,3.4028234663852886e+38,526144,1.0205499749769164e+26,1.0117699704338733e+26,1.3356900002147538e+25,1.0811700342868223e+26,9.009899858073383e+25,9.910800100470803e+25,9.008959765878527e+24,33,-1.803319943104191e+26,1.803319943104191e+26,0,13,21,1,0,0,0.9367979764938354,0.8735970258712769,0,0,4.484090033784727e+21,3,10118,40206,0,36.824798583984375,37.715599060058594,0,case39_A_13.mtx,-899044172234458036
362,40216,40216,0,1.496940069959762e+17,1.4972499947998413e+17,1.515329917330391e+17,526144,78076198912.0,78068097024.0,1126130048.0,78703599616.0,77591298048.0,78147403776.0,556158016.0,33,-97098203136.0,97098301440.0,0,13,21,1,0,0,0.9849280118942261,0.9698569774627686,0,0,2414420.0,3,10118,40206,0,15.677900314331055,17.926300048828125,0,case39_A_09.mtx,-1923393047928296225
363,14454,14454,0,9.648080052756779e+33,9.721330202821334e+33,9.780870166950804e+33,75801,1.1932799585136673e+19,1.1910700500930003e+19,7.265800297811804e+17,1.2837299631587066e+19,1.1809899473918755e+19,1.2323600102508724e+19,5.1371100523095654e+17,12,-1.3339799535224881e+19,1.3339799535224881e+19,0,5,8,1,0,0,0.9635850191116333,0.9271690249443054,0,0,922915994337280.0,3,3630,14451,0,27.7539005279541,28.157100677490234,0,case9_A_12.mtx,6334718450382570553
364,14454,14454,0,1.4471800000206859e+26,1.4581700167374798e+26,1.4653899801342094e+26,75801,1460599997333504.0,1457890007187456.0,88987100250112.0,1572229955452928.0,1446389963816960.0,1509310026743808.0,62916699095040.0,12,-1626199977623552.0,1626199977623552.0,0,5,8,1,0,0,0.9634469747543335,0.926895022392273,0,0,112509001728.0,3,3630,14451,0,19.726999282836914,20.130300521850586,0,case9_A_11.mtx,-291162059056359412
365,14454,14454,0,87606897410048.0,87948800294912.0,87638799286272.0,75801,1127580032.0,1126480000.0,49818400.0,1195820032.0,1125369984.0,1160589952.0,35227600.0,12,-1131239936.0,1131250048.0,0,5,8,1,0,0,0.970649003982544,0.9412980079650879,0,0,78265.6015625,3,3630,14451,0,13.494600296020508,15.203399658203125,0,case9_A_04.mtx,213873004201811434
366,14454,14454,0,1187010043707392.0,1196389983846400.0,1191189986410496.0,75801,4165179904.0,4157040128.0,260199008.0,4510009856.0,4142400000.0,4326199808.0,183804000.0,12,-4455490048.0,4455499776.0,0,5,8,1,0,0,0.9602400064468384,0.9204800128936768,0,0,308254.0,3,3630,14451,0,14.268400192260742,15.290499687194824,0,case9_A_07.mtx,6718460236259751591
367,14454,14454,0,3.6214600740162765e+17,3.648990127188869e+17,3.747579898877706e+17,75801,73857097728.0,73722601472.0,4455549952.0,78653497344.0,72354603008.0,75504001024.0,3149469952.0,12,-87370301440.0,87370399744.0,0,5,8,1,0,0,0.9652529954910278,0.9305049777030945,0,0,6044720.0,3,3630,14451,0,14.615099906921387,15.613300323486328,0,case9_A_10.mtx,-8895628785752929843
368,14454,14454,0,1078.31005859375,814.9829711914062,6338.56005859375,75801,10028.2998046875,9783.75,2201.360107421875,4790.7900390625,7254.77001953125,5327.259765625,1996.97998046875,12,-59781.80078125,59783.80078125,0,5,8,1,0,0,0.7738540172576904,0.5477079749107361,0,0,4.136139869689941,3,3630,14451,0,19.645299911499023,19.013200759887695,0,case9_A_01.mtx,-4959475523046782651
369,14454,14454,0,3371520067895296.0,3397980019228672.0,3373530112589824.0,75801,7009399808.0,6995789824.0,436654016.0,7598790144.0,6981309952.0,7290050048.0,308740992.0,12,-7130429952.0,7130449920.0,0,5,8,1,0,0,0.9597179889678955,0.9194369912147522,0,0,493320.0,3,3630,14451,0,14.529800415039062,15.745800018310547,0,case9_A_08.mtx,-2001215039672802930
370,14454,14454,0,1078.31005859375,814.9829711914062,6338.56005859375,75801,10028.2998046875,9783.75,2201.360107421875,4790.7900390625,7254.77001953125,5327.259765625,1996.97998046875,12,-59781.80078125,59783.80078125,0,5,8,1,0,0,0.7738540172576904,0.5477079749107361,0,0,4.136139869689941,3,3630,14451,0,19.645299911499023,19.013200759887695,0,case9.mtx,-5201095703709440015
371,14454,14454,0,4505130237952.0,4505130237952.0,4506729840640.0,75801,255199008.0,255199008.0,27279.69921875,255198000.0,255199008.0,255199008.0,11093.5,12,-256788000.0,256788992.0,0,5,8,1,0,0,0.9997450113296509,0.9994890093803406,0,0,17765.900390625,3,3630,14451,0,13.004199981689453,14.11400032043457,0,case9_A_02.mtx,-1043301475474902691
372,14454,14454,0,1.8317298930548736e+16,1.8459700718731264e+16,1.83248000909312e+16,75801,16335899648.0,16304499712.0,1012819968.0,17704900608.0,16272499712.0,16988699648.0,716169984.0,12,-16399500288.0,16399500288.0,0,5,8,1,0,0,0.9598349928855896,0.9196709990501404,0,0,1134600.0,3,3630,14451,0,13.129799842834473,14.485899925231934,0,case9_A_03.mtx,6538658897420462957
373,14454,14454,0,6.088079917350009e+22,6.121850159155847e+22,6.090389813598887e+22,75801,29749300690944.0,29708100042752.0,1565259988992.0,31880000831488.0,29666400272384.0,30773199503360.0,1106809978880.0,12,-29831500660736.0,29831500660736.0,0,5,8,1,0,0,0.965461015701294,0.9309219717979431,0,0,2063890048.0,3,3630,14451,0,14.101300239562988,15.798700332641602,0,case9_A_05.mtx,8400678608567032696
374,14454,14454,0,319856985505792.0,322627004530688.0,320048010887168.0,75801,2159830016.0,2155209984.0,141275008.0,2350099968.0,2150320128.0,2250210048.0,99892400.0,12,-2196960000.0,2196960000.0,0,5,8,1,0,0,0.9579769968986511,0.9159539937973022,0,0,151997.0,3,3630,14451,0,14.339799880981445,15.976799964904785,0,case9_A_06.mtx,-978935116669806901
375,14454,14454,0,9790080524746752.0,9865840526622720.0,9796050529288192.0,75801,11943799808.0,11920900096.0,739155968.0,12941299712.0,11896399872.0,12418899968.0,522420992.0,12,-12208400384.0,12208400384.0,0,5,8,1,0,0,0.9587339758872986,0.9174669981002808,0,0,844637.0,3,3630,14451,0,14.773699760437012,15.672900199890137,0,case9_A_09.mtx,-8235865056062018698
376,7548,7548,8,1062959979692032.0,1062959979692032.0,1.4985599598251213e+17,834222,34112700416.0,34112700416.0,4150.02001953125,2832900096.0,2832900096.0,2832900096.0,2035.72998046875,900,495758999552.0,495758999552.0,8,110,0,0,0,0,0.9999989867210388,0.9999989867210388,0,0,65680900.0,2,7548,7543,7542,17.452199935913086,17.452199935913086,0,fp.mtx,5683286087025712337
377,36057,36057,1,172.25900268554688,337.3269958496094,55772.8984375,222596,201832.0,147939.0,137296.0,8129.60986328125,4387.52001953125,4069.2099609375,4063.409912109375,32,-1856500.0,1856720.0,1,6,0,0,0,0,0.5483419895172119,0.09668440371751785,0,0,51.49399948120117,3,9090,4221,3819,57.873199462890625,59.484901428222656,0,onetone2.mtx,2438870881759925835
378,36057,36057,1,172.25900268554688,337.3269958496094,55772.8984375,335552,201832.0,147939.0,137296.0,8130.31982421875,4387.52001953125,4069.56005859375,4063.760009765625,80,-1856500.0,1856720.0,1,9,0,0,0,0,0.5483390092849731,0.09667780250310898,0,0,51.49399948120117,3,9090,8505,8176,57.873199462890625,59.484901428222656,0,onetone1.mtx,7948893347512185300
379,36417,36417,1,1.846310019493103,1.8551199436187744,1759.550048828125,2190591,26667.599609375,26303.30078125,4393.08984375,696.3040161132812,745.2269897460938,539.43701171875,294.4739990234375,184,4707360.0,4707360.0,1,60,5,1,0,0,0.7210490107536316,0.442099004983902,0,0,129.26300048828125,2,36417,34064,0,8.842269897460938,8.814720153808594,0,pdb1HYS.mtx,1037308307222714708
380,206500,206500,1,103519.0,102169.0,147901.0,1273389,5512510.0,3899350.0,3896510.0,185994.0,168167.0,92998.1015625,92998.1015625,44,5215290.0,9428350.0,1,6,0,0,0,0,0.5072180032730103,0.014435499906539917,0,0,45.657901763916016,3,22500,1242,2056,8.620349884033203,10.863699913024902,0,mac_econ_fwd500.mtx,-6337362921509508601
381,121192,121192,0,0.32137900590896606,0.3600980043411255,887.2999877929688,1362087,12912.7998046875,12224.599609375,4159.080078125,565.2529907226562,507.7090148925781,454.5790100097656,272.4530029296875,24,1727010.0,1727010.0,0,11,395,1,0,0,0.6935020089149475,0.38700398802757263,0,0,14.250200271606445,1,99843,121040,0,18.861600875854492,18.943099975585938,0,cop20k_A.mtx,4013904298864271322
382,8205,8205,1,1.2184699805309258e+26,1.2184699805309258e+26,1.2186200447939654e+26,66886,999999986991104.0,999999986991104.0,1416.5699462890625,999999986991104.0,999999986991104.0,999999986991104.0,456.7120056152344,11,999999986991104.0,999999986991104.0,1,8,2,1,0,0,1.0,1.0,0,0,121876996096.0,2,8205,154,0,14.243900299072266,13.583999633789062,0,aft01.mtx,5710878775736716796
383,41092,41092,2,0.013087200000882149,0.00460360012948513,0.0002442029945086688,1683902,581.8300170898438,411.42401123046875,411.4079895019531,237.0260009765625,1050.8699951171875,592.9169921875,591.4550170898438,2135,7.447840213775635,18.68899917602539,2,40,0,0,0,0,0.500124990940094,0.00024930600193329155,0,0,0.0004548089927993715,3,64,31055,24024,22.960500717163086,22.960399627685547,0,av41092.mtx,-7622549875729729552
384,5489,5489,1,346979.0,356042.0,213352000.0,111585,1520990.0,1434580.0,505349.0,84355.703125,74381.296875,79368.5,39829.3984375,24,58878400.0,58878400.0,1,20,1,1,0,0,0.7198479771614075,0.4396960139274597,0,0,10726.599609375,2,5489,191,0,54.09090042114258,53.78990173339844,0,s2rmt3m1.mtx,1954327765894223976
385,5489,5489,1,155432.0,155432.0,94638096.0,134420,996045.0,947512.0,307128.0,52852.8984375,52847.1015625,52850.0,26490.599609375,30,39481400.0,39481400.0,1,24,1,1,0,0,0.7361630201339722,0.47232699394226074,0,0,7192.81982421875,2,5489,191,0,21.595699310302734,21.595699310302734,0,s2rmq4m1.mtx,6614079528719647086
386,5489,5489,1,3620.7099609375,3690.47998046875,2326920.0,111579,157780.0,149185.0,51364.19921875,8295.150390625,7419.919921875,7857.52978515625,3793.419921875,24,6129820.0,6129820.0,1,20,1,1,0,0,0.7255809903144836,0.4511620104312897,0,0,1116.75,2,5489,191,0,54.30690002441406,54.30690002441406,0,s3rmt3m1.mtx,4378830810999170717
387,5357,5357,1,4389.35986328125,3854.550048828125,1913570.0,106240,143197.0,135103.0,47461.5,9984.4599609375,10023.2001953125,7856.0,3792.929931640625,36,5549640.0,5549640.0,1,19,7,1,0,0,0.7250099778175354,0.4500199854373932,0,0,1035.9599609375,2,5357,5302,0,54.55910110473633,54.5609016418457,0,s3rmt3m3.mtx,-3888742717215250219
388,5489,5489,1,15486000.0,15486000.0,9495310336.0,133950,10531300.0,10108100.0,2955590.0,528795.0,528738.0,528767.0,265907.0,30,476227008.0,476227008.0,1,24,1,1,0,0,0.7575460076332092,0.5150910019874573,0,0,86760.296875,2,5489,191,0,19.598800659179688,19.81439971923828,0,s1rmq4m1.mtx,2658336834652894721
389,5489,5489,1,1613.18994140625,1613.18994140625,1034190.0,134216,103331.0,98479.8984375,31288.5,5260.169921875,5259.47021484375,5259.81982421875,2550.409912109375,30,4086690.0,4086690.0,1,24,1,1,0,0,0.7384960055351257,0.47699299454689026,0,0,744.5230102539062,2,5489,191,0,23.4906005859375,23.4906005859375,0,s3rmq4m1.mtx,-5442360013316719800
390,5489,5489,1,34551200.0,35479800.0,21280499712.0,111570,16022900.0,15250200.0,4915740.0,844961.0,743996.0,794478.0,400189.0,24,709062976.0,709062976.0,1,20,1,1,0,0,0.7450940012931824,0.49018800258636475,0,0,129179.0,2,5489,191,0,50.57419967651367,50.57419967651367,0,s1rmt3m1.mtx,7133065595014638780
391,83334,83334,1,7201.16015625,7546.77001953125,11033900.0,3046907,1632380.0,1488280.0,670603.0,88783.3984375,86285.6015625,59792.1015625,44705.8984375,66,265480992.0,265480992.0,1,36,3657,1,0,0,0.6419180035591125,0.2838369905948639,0,0,3185.75,2,83334,44024,0,10.103699684143066,10.11400032043457,0,consph.mtx,2103614146121805380
392,62451,62451,1,913.3369750976562,913.3369750976562,3950640.0,2034917,1560760.0,1506630.0,407468.0,17387.80078125,17387.80078125,17387.80078125,10336.5,40,340563008.0,340563008.0,1,32,244,1,0,0,0.7012760043144226,0.4025520086288452,0,0,5453.27978515625,2,62451,275,0,19.8031005859375,19.8031005859375,0,cant.mtx,-5230989237843792576
393,40401,40401,3,171.02200317382812,170.5279998779297,14232.5,201201,413911.0,406397.0,78511.296875,4419.58984375,4429.58984375,4424.58984375,1775.7099609375,5,71646896.0,71646896.0,3,4,0,0,0,0,0.9102010130882263,0.8204020261764526,0,2,1773.3900146484375,2,40401,201,201,2.588599920272827,2.5896899700164795,0,chem_master1.mtx,4262502012790540902
394,112211,112211,3,1843.81005859375,2888.2099609375,861733.0,748331,550458.0,496729.0,237201.0,25895.80078125,19624.900390625,22339.0,9390.9599609375,7,88120800.0,96045504.0,3,6,0,0,0,0,0.8422809839248657,0.684561014175415,0,0,855.93701171875,3,112211,1111,1111,4.386360168457031,4.386380195617676,0,Baumann.mtx,4816323993948997037
395,22835,22835,1,9.283150285033701e+18,7.45043977363574e+18,0.06176939979195595,1915726,460430999552.0,325574000640.0,325574000640.0,412486991872.0,647031029760.0,323516006400.0,323516006400.0,1050,-63.77170181274414,81.80480194091797,1,83,0,0,0,0,0.5,1.3143799937331835e-10,0,0,0.0035824300721287727,3,7,20403,14761,33.68629837036133,26.042999267578125,0,Zd_Jac3.mtx,-7465775774175014021
396,22835,22835,1,8.699640013928792e+18,5.224129938017223e+18,0.06242670118808746,1642407,445725999104.0,315175993344.0,315175993344.0,345402998784.0,647501971456.0,323750985728.0,323750985728.0,924,-64.06839752197266,82.09539794921875,1,71,0,0,0,0,0.5,1.221349965607743e-10,0,0,0.003595150075852871,3,7,20403,14761,33.84120178222656,29.52899932861328,0,Zd_Jac2.mtx,-4064752866866739568
397,5860,5860,1,7708500.0,7708520.0,153554000.0,15532,981752.0,979305.0,69282.0,212573.0,212573.0,212573.0,5000.0,1169,17856800.0,17856800.0,1,2,497,1,0,0,0.9588819742202759,0.9177640080451965,0,1,3047.239990234375,1,5806,5762,0,11.090800285339355,9.853870391845703,0,meg4.mtx,-2977375977039005411
398,1824,1824,1,65261199360.0,98758598656.0,1268879982592.0,20516,64555100.0,59794600.0,24330500.0,29625600.0,22035600.0,21378400.0,10736900.0,31,1104640000.0,1104640000.0,1,11,3,1,0,0,0.730633020401001,0.46126601099967957,0,0,605611.0,2,1824,239,0,16.900400161743164,17.161100387573242,0,nasa1824.mtx,3433946126321584245
399,54870,54870,1,29239399153664.0,29242700070912.0,2379670116892672.0,1366097,15741700096.0,14203899904.0,6785979904.0,3621440000.0,3671759872.0,2454960128.0,1612169984.0,57,1174250061824.0,1174250061824.0,1,24,5,1,0,0,0.6905670166015625,0.3811340034008026,0,0,21400500.0,2,54870,893,0,21.525100708007812,20.56089973449707,0,nasasrb.mtx,8863174049359285769
400,4704,4704,1,4429589774336.0,3443760037888.0,28620800131072.0,54730,453239008.0,418875008.0,173116992.0,209043008.0,255078000.0,228076992.0,110096000.0,29,7145659904.0,7145659904.0,1,11,12,1,0,0,0.7270680069923401,0.4541360139846802,0,0,1519060.0,2,4704,423,0,17.643699645996094,17.186500549316406,0,nasa4704.mtx,-9074303549360530919
401,2910,2910,1,2646660087808.0,3339209932800.0,21839600418816.0,88603,320104992.0,298222016.0,116323000.0,185108992.0,129460000.0,139608992.0,60011800.0,134,5872739840.0,5872739840.0,1,30,14,1,0,0,0.7275930047035217,0.45518699288368225,0,0,2018120.0,2,2910,859,0,32.75400161743164,32.86180114746094,0,nasa2910.mtx,5028028833939427080
402,2146,2146,1,105963003904.0,107111997440.0,19118700888064.0,37198,394036000.0,370843008.0,133191000.0,28583200.0,26721800.0,27530600.0,14453300.0,20,13000399872.0,13000399872.0,1,17,1,1,0,0,0.7237820029258728,0.4475649893283844,0,0,6057960.0,2,2146,81,0,7.53223991394043,8.08059024810791,0,nasa2146.mtx,-7918681606201440878
403,130228,130228,5,6.634149940509815e-06,6.581699835805921e-06,0.01057450007647276,2032536,248.27999877929688,248.01300048828125,11.511899948120117,1.0,1.3333300352096558,1.1666699647903442,0.25,33,87716.5,87716.5,5,15,0,0,0,0,0.9533399939537048,0.9066799879074097,0,0,0.6735609769821167,2,130228,58661,58661,1.9029300212860107,1.9029300212860107,0,cage12.mtx,-6826242793848318593
404,146689,146689,1,5.453719859360717e-05,6.180880154715851e-05,0.5535659790039062,1891666,590.2650146484375,568.4439697265625,159.01199340820312,9.44258975982666,5.333330154418945,6.054629802703857,3.3879599571228027,18,178266.0,178266.0,1,12,3022,1,0,0,0.7577199935913086,0.5154399871826172,0,0,1.2152700424194336,2,146689,146356,0,21.072099685668945,21.072099685668945,0,Dubcova3.mtx,2498003109562526591
405,65025,65025,1,0.00012302999675739557,0.00013840799510944635,0.4355489909648895,547625,507.38800048828125,490.0530090332031,131.49400329589844,8.599320411682129,5.333330154418945,5.632989883422852,2.966330051422119,12,112472.0,112472.0,1,8,3022,1,0,0,0.7591040134429932,0.5182080268859863,0,0,1.7296700477600098,2,65025,64820,0,19.863800048828125,19.863800048828125,0,Dubcova2.mtx,2578112176529581064
406,16129,16129,1,0.0004960009828209877,0.0005580009892582893,0.4355289936065674,134569,252.13600158691406,243.56300354003906,65.18939971923828,8.599320411682129,5.333330154418945,5.632989883422852,2.966330051422119,12,27838.400390625,27838.400390625,1,8,742,1,0,0,0.7601370215415955,0.520272970199585,0,0,1.7259800434112549,2,16129,16052,0,19.863800048828125,19.863800048828125,0,Dubcova1.mtx,-7997841453261446945
407,101492,101492,1,6401709957971968.0,6378190180188160.0,2.887650136807178e+18,874378,573126017024.0,568881971200.0,69612199936.0,34092900352.0,34317600768.0,33730400256.0,10012199936.0,24,51079601455104.0,51079601455104.0,1,8,1094,1,0,0,0.8761460185050964,0.7522910237312317,0,0,503287008.0,2,101492,100407,0,16.717100143432617,17.80459976196289,0,2cubes_sphere.mtx,6205245223666517485
408,28338,28338,1,313.8970031738281,313.8970031738281,35.840999603271484,2943887,10693.099609375,7729.240234375,7389.27978515625,5289.5,5289.5,5289.5,4685.509765625,209,22906.19921875,33235.80078125,1,103,0,0,0,0,0.5702469944953918,0.14049400389194489,0,0,1.1728399991989136,3,28056,27737,13800,10.166299819946289,10.166299819946289,0,TSOPF_RS_b300_c2.mtx,3321120970509558972
409,14454,14454,0,1078.31005859375,814.9829711914062,6338.56005859375,75801,10028.2998046875,9783.75,2201.360107421875,4790.7900390625,7254.77001953125,5327.259765625,1996.97998046875,12,-59781.80078125,59783.80078125,0,5,8,1,0,0,0.7738540172576904,0.5477079749107361,0,0,4.136139869689941,3,3630,14451,0,19.645299911499023,19.013099670410156,0,TSOPF_FS_b9_c6.mtx,6391196027584143620
410,2454,2454,0,6351.2001953125,4799.27978515625,37960.6015625,12831,10021.2001953125,9777.91015625,2194.919921875,4790.7900390625,7254.77001953125,5327.259765625,1996.97998046875,12,-43985.3984375,43987.3984375,0,5,8,1,0,0,0.8537350296974182,0.7074689865112305,0,0,17.924800872802734,3,630,2451,0,19.645299911499023,19.013099670410156,0,TSOPF_FS_b9_c1.mtx,-2757222172677178866
411,28216,28216,0,20684.099609375,20980.80078125,709631.0,368599,141995.0,141510.0,11731.2001953125,27136.5,24180.599609375,25647.80078125,3705.47998046875,33,-1129200.0,1129210.0,0,13,21,1,0,0,0.8896099925041199,0.7792199850082397,0,0,40.02000045776367,3,7118,28206,0,21.667299270629883,20.28969955444336,0,TSOPF_FS_b39_c7.mtx,-4269091875560985820
412,120216,120216,0,4855.0498046875,4924.740234375,166421.0,1575639,142126.0,141635.0,11803.7001953125,27136.5,24180.599609375,25647.80078125,3705.47998046875,33,-1849750.0,1849750.0,0,13,21,1,0,0,0.830968976020813,0.6619369983673096,0,0,15.386899948120117,3,30118,120206,0,21.667299270629883,20.28969955444336,0,TSOPF_FS_b39_c30.mtx,-8397699267052286071
413,76216,76216,0,7657.830078125,7767.740234375,262335.0,998359,142063.0,141575.0,11769.099609375,27136.5,24180.599609375,25647.80078125,3705.47998046875,33,-1505140.0,1505140.0,0,13,21,1,0,0,0.8498629927635193,0.6997259855270386,0,0,19.74839973449707,3,19118,76206,0,21.667299270629883,20.28969955444336,0,TSOPF_FS_b39_c19.mtx,767330143521958170
414,29214,29214,0,304.4840087890625,366.4570007324219,1059.510009765625,2203949,12315.7001953125,9537.759765625,7791.580078125,7458.75,5289.5,4764.77001953125,3445.179931640625,210,-82122.296875,82124.296875,0,75,152,1,0,0,0.6105589866638184,0.22111700475215912,0,0,2.8111300468444824,3,7776,29145,0,30.829999923706055,30.829999923706055,0,TSOPF_FS_b300.mtx,-5673412095631399141
415,29214,29214,0,77012600.0,77012600.0,377739008.0,2203949,3432170.0,3352570.0,734902.0,1500000.0,1500000.0,1500000.0,367937.0,210,-57167700.0,57167700.0,0,75,152,1,0,0,0.895238995552063,0.790477991104126,0,0,1956.8599853515625,3,7776,29145,0,33.155601501464844,30.829999923706055,0,TSOPF_FS_b300_c1.mtx,-6325718729646131506
416,40798,40798,0,202581.0,202581.0,22820000.0,1204322,1066630.0,1012350.0,335916.0,130771.0,144389.0,108362.0,39704.8984375,78,-16071500.0,16071500.0,0,29,56,1,0,0,0.8496500253677368,0.6992999911308289,0,0,393.9280090332031,3,10424,40773,0,29.11750030517578,27.09269905090332,0,TSOPF_FS_b162_c4.mtx,3868161546072412403
417,30798,30798,0,268354.0,268354.0,30401200.0,904612,1066610.0,1012340.0,335915.0,130771.0,144389.0,108362.0,39704.8984375,78,-15796700.0,15796700.0,0,29,56,1,0,0,0.8510010242462158,0.7020019888877869,0,0,512.9119873046875,3,7924,30773,0,29.11750030517578,27.09269905090332,0,TSOPF_FS_b162_c3.mtx,-12109696381261213
418,10798,10798,0,765306.0,765307.0,90434704.0,305732,1066580.0,1012310.0,335911.0,130771.0,144389.0,108362.0,39704.8984375,78,-15247000.0,15247000.0,0,28,56,1,0,0,0.8538830280303955,0.7077649831771851,0,0,1412.02001953125,3,2924,10773,0,28.515399932861328,26.4906005859375,0,TSOPF_FS_b162_c1.mtx,-8778593929113248871
