matrix_name,dim,nnz,data_type,matrix_layout,density,sparsity
adder_dcop_56.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_27.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_58.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_61.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_28.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_38.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_14.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_47.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_34.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_54.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_24.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_29.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_69.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_46.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_52.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_48.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_36.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_17.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_16.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_45.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_60.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_43.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_26.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_65.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_31.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_53.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_51.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_59.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_32.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_50.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_25.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_63.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_62.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_40.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_22.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_67.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_15.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_18.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_64.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_68.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_37.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_49.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_39.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_33.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_21.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_57.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_30.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_12.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_55.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_41.mtx,1813,11246,real,general,0.00340,0.99660
adder_dcop_44.mtx,1813,11245,real,general,0.00340,0.99660
adder_dcop_19.mtx,1813,11245,real,general,0.00340,0.99660
adder_dcop_13.mtx,1813,11245,real,general,0.00340,0.99660
adder_dcop_11.mtx,1813,11243,real,general,0.00340,0.99660
adder_dcop_08.mtx,1813,11242,real,general,0.00340,0.99660
adder_dcop_09.mtx,1813,11239,real,general,0.00340,0.99660
adder_dcop_10.mtx,1813,11232,real,general,0.00340,0.99660
adder_dcop_07.mtx,1813,11226,real,general,0.00340,0.99660
adder_dcop_06.mtx,1813,11224,real,general,0.00340,0.99660
init_adder1.mtx,1813,11156,real,general,0.00340,0.99660
adder_dcop_01.mtx,1813,11156,real,general,0.00340,0.99660
adder_dcop_03.mtx,1813,11148,real,general,0.00340,0.99660
adder_dcop_04.mtx,1813,11107,real,general,0.00340,0.99660
adder_dcop_05.mtx,1813,11097,real,general,0.00340,0.99660
adder_trans_02.mtx,1814,14579,real,general,0.00440,0.99560
adder_trans_01.mtx,1814,14579,real,general,0.00440,0.99560
ex3.mtx,1821,27253,real,symmetric,0.00820,0.99180
nasa1824.mtx,1824,20516,real,symmetric,0.00620,0.99380
watt_2.mtx,1856,11550,real,general,0.00340,0.99660
watt_1.mtx,1856,11360,real,general,0.00330,0.99670
rajat12.mtx,1879,12926,real,general,0.00370,0.99630
CAG_mat1916.mtx,1916,195985,integer,general,0.05340,0.94660
plat1919.mtx,1919,17159,real,symmetric,0.00470,0.99530
plsk1919.mtx,1919,4831,real,skew-symmetric,0.00130,0.99870
bcsstk26.mtx,1922,16129,real,symmetric,0.00440,0.99560
bcsstm26.mtx,1922,1922,real,symmetric,0.00050,0.99950
Trefethen_2000.mtx,2000,21953,integer,symmetric,0.00550,0.99450
G29.mtx,2000,19990,integer,symmetric,0.00500,0.99500
G28.mtx,2000,19990,integer,symmetric,0.00500,0.99500
G27.mtx,2000,19990,integer,symmetric,0.00500,0.99500
G30.mtx,2000,19990,integer,symmetric,0.00500,0.99500
G31.mtx,2000,19990,integer,symmetric,0.00500,0.99500
G41.mtx,2000,11785,integer,symmetric,0.00290,0.99710
G42.mtx,2000,11779,integer,symmetric,0.00290,0.99710
G39.mtx,2000,11778,integer,symmetric,0.00290,0.99710
G40.mtx,2000,11766,integer,symmetric,0.00290,0.99710
G32.mtx,2000,4000,integer,symmetric,0.00100,0.99900
G33.mtx,2000,4000,integer,symmetric,0.00100,0.99900
G34.mtx,2000,4000,integer,symmetric,0.00100,0.99900
bwm2000.mtx,2000,7996,real,general,0.00200,0.99800
olm2000.mtx,2000,7996,real,general,0.00200,0.99800
tols2000.mtx,2000,5184,real,general,0.00130,0.99870
bcsstk13.mtx,2003,42943,real,symmetric,0.01070,0.98930
bcsstm13.mtx,2003,11973,real,symmetric,0.00300,0.99700
west2021.mtx,2021,7353,real,general,0.00180,0.99820
piston.mtx,2025,100015,real,general,0.02440,0.97560
piston_E.mtx,2025,96400,real,general,0.02350,0.97650
piston_M.mtx,2025,2171,real,symmetric,0.00050,0.99950
M40PI_n1.mtx,2028,5007,real,general,0.00120,0.99880
S40PI_n1.mtx,2028,5007,real,general,0.00120,0.99880
S40PI_n1_E.mtx,2028,2028,real,symmetric,0.00050,0.99950
M40PI_n1_E.mtx,2028,2028,real,symmetric,0.00050,0.99950
rdb2048_noL.mtx,2048,12032,real,general,0.00290,0.99710
rdb2048.mtx,2048,12032,real,general,0.00290,0.99710
dw2048.mtx,2048,10114,real,general,0.00240,0.99760
dw1024.mtx,2048,10114,real,general,0.00240,0.99760
Chebyshev2.mtx,2053,18447,real,general,0.00440,0.99560
TS.mtx,2142,45262,real,general,0.00990,0.99010
nasa2146.mtx,2146,37198,real,symmetric,0.00810,0.99190
ex26.mtx,2163,94033,real,general,0.02010,0.97990
c-18.mtx,2169,8657,real,symmetric,0.00180,0.99820
M40PI_n.mtx,2182,5341,real,general,0.00110,0.99890
S40PI_n.mtx,2182,5341,real,general,0.00110,0.99890
S40PI_n_E.mtx,2182,2063,real,symmetric,0.00040,0.99960
M40PI_n_E.mtx,2182,2063,real,symmetric,0.00040,0.99960
ex20.mtx,2203,69981,real,general,0.01440,0.98560
orsreg_1.mtx,2205,14133,real,general,0.00290,0.99710
ex24.mtx,2283,48737,real,general,0.00940,0.99060
Sieber.mtx,2290,14873,real,general,0.00280,0.99720
c-19.mtx,2327,12072,real,symmetric,0.00220,0.99780
heart3.mtx,2339,682797,real,general,0.12480,0.87520
heart2.mtx,2339,682797,real,general,0.12480,0.87520
add20.mtx,2395,17319,real,general,0.00300,0.99700
rdist3a.mtx,2398,61896,real,general,0.01080,0.98920
ex10.mtx,2410,28625,real,symmetric,0.00490,0.99510
TSOPF_FS_b9_c1.mtx,2454,12831,real,symmetric,0.00210,0.99790
cryg2500.mtx,2500,12349,real,general,0.00200,0.99800
orani678.mtx,2529,90158,real,general,0.01410,0.98590
Chem97ZtZ.mtx,2541,4951,real,symmetric,0.00080,0.99920
ex10hs.mtx,2548,29928,real,symmetric,0.00460,0.99540
cz2548.mtx,2548,25674,real,general,0.00400,0.99600
ex13.mtx,2568,39098,real,symmetric,0.00590,0.99410
cavity12.mtx,2597,76367,real,general,0.01130,0.98870
cavity14.mtx,2597,76367,real,general,0.01130,0.98870
cavity11.mtx,2597,76367,real,general,0.01130,0.98870
cavity13.mtx,2597,76367,real,general,0.01130,0.98870
cavity10.mtx,2597,76367,real,general,0.01130,0.98870
cavity15.mtx,2597,76367,real,general,0.01130,0.98870
ex28.mtx,2603,77781,real,general,0.01150,0.98850
circuit_1.mtx,2624,35823,real,general,0.00520,0.99480
extr1b_A_26.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_31.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_42.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_07.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_37.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_21.mtx,2836,11405,real,general,0.00140,0.99860
extr1b_A_19.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_24.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_29.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_17.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_34.mtx,2836,11404,real,general,0.00140,0.99860
extr1b.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_40.mtx,2836,11404,real,general,0.00140,0.99860
extr1b_A_06.mtx,2836,10966,real,general,0.00140,0.99860
extr1b_A_05.mtx,2836,10965,real,general,0.00140,0.99860
extr1b_A_03.mtx,2836,10965,real,general,0.00140,0.99860
extr1b_A_02.mtx,2836,10965,real,general,0.00140,0.99860
extr1b_A_01.mtx,2836,10965,real,general,0.00140,0.99860
extr1b_A_04.mtx,2836,10965,real,general,0.00140,0.99860
extr1b_A_32.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_12.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_27.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_11.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_13.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_25.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_38.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_30.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_41.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_20.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_08.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_35.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_43.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_36.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_10.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_22.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_09.mtx,2836,9053,real,general,0.00110,0.99890
extr1b_A_39.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_14.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_15.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_18.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_44.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_23.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_28.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_33.mtx,2836,9052,real,general,0.00110,0.99890
extr1b_A_16.mtx,2836,9052,real,general,0.00110,0.99890
extr1.mtx,2837,11407,real,general,0.00140,0.99860
ex29.mtx,2870,23754,real,general,0.00290,0.99710
zenios.mtx,2873,15032,real,symmetric,0.00180,0.99820
g7jac010sc.mtx,2880,19635,real,general,0.00240,0.99760
g7jac010.mtx,2880,19635,real,general,0.00240,0.99760
wang1.mtx,2903,19093,real,general,0.00230,0.99770
wang2.mtx,2903,19093,real,general,0.00230,0.99770
meg1.mtx,2904,58142,real,general,0.00690,0.99310
ODLIS.mtx,2909,18246,integer,general,0.00220,0.99780
nasa2910.mtx,2910,88603,real,symmetric,0.01050,0.98950
c-20.mtx,2921,12803,real,symmetric,0.00150,0.99850
lhr02.mtx,2954,37206,real,general,0.00430,0.99570
pde2961.mtx,2961,14585,real,general,0.00170,0.99830
iprob.mtx,3001,9000,real,general,0.00100,0.99900
laser.mtx,3002,5000,real,symmetric,0.00060,0.99940
bayer08.mtx,3008,27576,real,general,0.00300,0.99700
bayer06.mtx,3008,27576,real,general,0.00300,0.99700
utm3060.mtx,3060,42211,real,general,0.00450,0.99550
ex36.mtx,3079,53843,real,general,0.00570,0.99430
bayer09.mtx,3083,21216,real,general,0.00220,0.99780
SciMet.mtx,3084,10413,integer,general,0.00110,0.99890
ex8.mtx,3096,106344,real,general,0.01110,0.98890
bcsstk23.mtx,3134,24156,real,symmetric,0.00250,0.99750
bcsstm23.mtx,3134,3134,real,symmetric,0.00030,0.99970
psmigr_1.mtx,3140,543162,integer,general,0.05510,0.94490
psmigr_3.mtx,3140,543162,real,general,0.05510,0.94490
psmigr_2.mtx,3140,540022,real,general,0.05480,0.94520
swang2.mtx,3169,20841,real,general,0.00210,0.99790
swang1.mtx,3169,20841,real,general,0.00210,0.99790
garon1.mtx,3175,88927,real,general,0.00880,0.99120
rdist2.mtx,3198,56934,real,general,0.00560,0.99440
mhd3200a.mtx,3200,68026,real,general,0.00660,0.99340
rdb3200l.mtx,3200,18880,real,general,0.00180,0.99820
mhd3200b.mtx,3200,10758,real,symmetric,0.00110,0.99890
raefsky1.mtx,3242,294276,real,general,0.02800,0.97200
raefsky2.mtx,3242,294276,real,general,0.02800,0.97200
ex14.mtx,3251,35013,real,symmetric,0.00330,0.99670
bayer05.mtx,3268,27836,real,general,0.00260,0.99740
bayer07.mtx,3268,27836,real,general,0.00260,0.99740
sherman5.mtx,3312,20793,real,general,0.00190,0.99810
ex9.mtx,3363,51417,real,symmetric,0.00450,0.99550
raefsky6.mtx,3402,137845,real,general,0.01190,0.98810
shermanACa.mtx,3432,25220,real,general,0.00210,0.99790
thermal.mtx,3456,66528,real,general,0.00560,0.99440
c-21.mtx,3509,17833,real,symmetric,0.00140,0.99860
cage9.mtx,3534,41594,real,general,0.00330,0.99670
heart1.mtx,3557,1387773,real,general,0.10970,0.89030
bcsstk24.mtx,3562,81736,real,symmetric,0.00640,0.99360
bcsstm24.mtx,3562,3562,real,symmetric,0.00030,0.99970
saylr4.mtx,3564,12940,real,symmetric,0.00100,0.99900
ex37.mtx,3565,67591,real,general,0.00530,0.99470
bcsstk21.mtx,3600,15100,real,symmetric,0.00120,0.99880
bcsstm21.mtx,3600,3600,real,symmetric,0.00030,0.99970
c-22.mtx,3792,16332,real,symmetric,0.00110,0.99890
c-25.mtx,3797,26716,real,symmetric,0.00190,0.99810
ex31.mtx,3909,115357,real,general,0.00750,0.99250
lns_3937.mtx,3937,25407,real,general,0.00160,0.99840
lnsp3937.mtx,3937,25407,real,general,0.00160,0.99840
bcsstk15.mtx,3948,60882,real,symmetric,0.00390,0.99610
c-23.mtx,3969,17524,real,symmetric,0.00110,0.99890
ex12.mtx,3973,42092,real,symmetric,0.00270,0.99730
tols4000.mtx,4000,8784,real,general,0.00050,0.99950
poli.mtx,4008,8188,real,general,0.00050,0.99950
S80PI_n1.mtx,4028,9927,real,general,0.00060,0.99940
M80PI_n1.mtx,4028,9927,real,general,0.00060,0.99940
M80PI_n1_E.mtx,4028,4028,real,symmetric,0.00020,0.99980
S80PI_n1_E.mtx,4028,4028,real,symmetric,0.00020,0.99980
sts4098.mtx,4098,38227,real,symmetric,0.00230,0.99770
lhr04c.mtx,4101,82682,real,general,0.00490,0.99510
lhr04.mtx,4101,82682,real,general,0.00490,0.99510
Chebyshev3.mtx,4101,36879,real,general,0.00220,0.99780
c-24.mtx,4119,19909,real,symmetric,0.00120,0.99880
rdist1.mtx,4134,94408,real,general,0.00550,0.99450
M80PI_n.mtx,4182,10261,real,general,0.00060,0.99940
S80PI_n.mtx,4182,10261,real,general,0.00060,0.99940
M80PI_n_E.mtx,4182,4063,real,symmetric,0.00020,0.99980
S80PI_n_E.mtx,4182,4063,real,symmetric,0.00020,0.99980
t2dal_a.mtx,4257,20861,real,symmetric,0.00120,0.99880
t2dal_bci.mtx,4257,20861,real,symmetric,0.00120,0.99880
t2dal.mtx,4257,20861,real,symmetric,0.00120,0.99880
t2dal_e.mtx,4257,4257,real,symmetric,0.00020,0.99980
t2dal_bci_E.mtx,4257,4257,real,symmetric,0.00020,0.99980
t2dal_E.mtx,4257,4257,real,symmetric,0.00020,0.99980
t2dal_bci_Atop.mtx,4257,111,real,symmetric,0.00000,1.00000
t2dal_bci_Abottom.mtx,4257,99,real,symmetric,0.00000,1.00000
t2dal_bci_Aside.mtx,4257,31,real,symmetric,0.00000,1.00000
c-26.mtx,4307,19422,real,symmetric,0.00100,0.99900
viscoplastic1_C_3.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_4.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_5.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_6.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_2.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_7.mtx,4326,61166,real,general,0.00330,0.99670
viscoplastic1_C_1.mtx,4326,61166,real,general,0.00330,0.99670
bcsstk28.mtx,4410,111717,real,symmetric,0.00570,0.99430
circuit_2.mtx,4510,21199,real,general,0.00100,0.99900
msc04515.mtx,4515,51111,real,symmetric,0.00250,0.99750
cavity22.mtx,4562,138187,real,general,0.00660,0.99340
cavity19.mtx,4562,138187,real,general,0.00660,0.99340
cavity18.mtx,4562,138187,real,general,0.00660,0.99340
cavity26.mtx,4562,138187,real,general,0.00660,0.99340
cavity21.mtx,4562,138187,real,general,0.00660,0.99340
cavity23.mtx,4562,138187,real,general,0.00660,0.99340
cavity20.mtx,4562,138187,real,general,0.00660,0.99340
cavity16.mtx,4562,138187,real,general,0.00660,0.99340
cavity17.mtx,4562,138187,real,general,0.00660,0.99340
cavity25.mtx,4562,138187,real,general,0.00660,0.99340
cavity24.mtx,4562,138187,real,general,0.00660,0.99340
c-27.mtx,4563,17969,real,symmetric,0.00090,0.99910
c-28.mtx,4598,17594,real,symmetric,0.00080,0.99920
nasa4704.mtx,4704,54730,real,symmetric,0.00250,0.99750
shyy41.mtx,4720,20042,real,general,0.00090,0.99910
mhd4800a.mtx,4800,102252,real,general,0.00440,0.99560
mhd4800b.mtx,4800,16160,real,symmetric,0.00070,0.99930
crystk01.mtx,4875,160383,real,symmetric,0.00670,0.99330
crystm01.mtx,4875,55107,real,symmetric,0.00230,0.99770
bcsstk16.mtx,4884,147631,real,symmetric,0.00620,0.99380
gemat11.mtx,4929,33185,real,general,0.00140,0.99860
gemat12.mtx,4929,33111,real,general,0.00140,0.99860
add32.mtx,4960,23884,real,general,0.00100,0.99900
G59.mtx,5000,29570,integer,symmetric,0.00120,0.99880
G56.mtx,5000,12498,integer,symmetric,0.00050,0.99950
G57.mtx,5000,10000,integer,symmetric,0.00040,0.99960
rdb5000.mtx,5000,29600,real,general,0.00120,0.99880
olm5000.mtx,5000,19996,real,general,0.00080,0.99920
sherman3.mtx,5005,20033,real,general,0.00080,0.99920
c-29.mtx,5033,24382,real,symmetric,0.00100,0.99900
SiH4.mtx,5041,88472,real,symmetric,0.00350,0.99650
cz5108.mtx,5108,51412,real,general,0.00200,0.99800
rw5151.mtx,5151,20199,real,general,0.00080,0.99920
rail_5177_E.mtx,5177,20209,real,symmetric,0.00080,0.99920
rail_5177.mtx,5177,20181,real,symmetric,0.00080,0.99920
hydr1c.mtx,5308,23752,real,general,0.00080,0.99920
hydr1.mtx,5308,23752,real,general,0.00080,0.99920
hydr1c_A_16.mtx,5308,23567,real,general,0.00080,0.99920
hydr1c_A_11.mtx,5308,23563,real,general,0.00080,0.99920
hydr1c_A_38.mtx,5308,23563,real,general,0.00080,0.99920
hydr1c_A_61.mtx,5308,23557,real,general,0.00080,0.99920
hydr1c_A_68.mtx,5308,23557,real,general,0.00080,0.99920
hydr1c_A_32.mtx,5308,23556,real,general,0.00080,0.99920
hydr1c_A_57.mtx,5308,23555,real,general,0.00080,0.99920
hydr1c_A_72.mtx,5308,23553,real,general,0.00080,0.99920
hydr1c_A_54.mtx,5308,23543,real,general,0.00080,0.99920
hydr1c_A_22.mtx,5308,23542,real,general,0.00080,0.99920
hydr1c_A_65.mtx,5308,23542,real,general,0.00080,0.99920
hydr1c_A_35.mtx,5308,23541,real,general,0.00080,0.99920
hydr1c_A_29.mtx,5308,23541,real,general,0.00080,0.99920
hydr1c_A_76.mtx,5308,23541,real,general,0.00080,0.99920
hydr1c_A_51.mtx,5308,23540,real,general,0.00080,0.99920
hydr1c_A_25.mtx,5308,23539,real,general,0.00080,0.99920
hydr1c_A_19.mtx,5308,23530,real,general,0.00080,0.99920
hydr1c_A_45.mtx,5308,23526,real,general,0.00080,0.99920
hydr1c_A_42.mtx,5308,23523,real,general,0.00080,0.99920
hydr1c_A_48.mtx,5308,23517,real,general,0.00080,0.99920
hydr1c_A_10.mtx,5308,23036,real,general,0.00080,0.99920
hydr1c_A_08.mtx,5308,23010,real,general,0.00080,0.99920
hydr1c_A_09.mtx,5308,23000,real,general,0.00080,0.99920
hydr1c_A_04.mtx,5308,22997,real,general,0.00080,0.99920
hydr1c_A_03.mtx,5308,22996,real,general,0.00080,0.99920
hydr1c_A_06.mtx,5308,22983,real,general,0.00080,0.99920
hydr1c_A_07.mtx,5308,22915,real,general,0.00080,0.99920
hydr1c_A_05.mtx,5308,22904,real,general,0.00080,0.99920
hydr1c_A_02.mtx,5308,22618,real,general,0.00080,0.99920
hydr1c_A_01.mtx,5308,22592,real,general,0.00080,0.99920
hydr1c_A_66.mtx,5308,19510,real,general,0.00070,0.99930
hydr1c_A_73.mtx,5308,19510,real,general,0.00070,0.99930
hydr1c_A_43.mtx,5308,19510,real,general,0.00070,0.99930
hydr1c_A_26.mtx,5308,19510,real,general,0.00070,0.99930
hydr1c_A_30.mtx,5308,19510,real,general,0.00070,0.99930
hydr1c_A_31.mtx,5308,19506,real,general,0.00070,0.99930
hydr1c_A_46.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_69.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_36.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_33.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_14.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_39.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_23.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_15.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_20.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_58.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_17.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_52.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_12.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_55.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_49.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_13.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_62.mtx,5308,19503,real,general,0.00070,0.99930
hydr1c_A_67.mtx,5308,19502,real,general,0.00070,0.99930
hydr1c_A_59.mtx,5308,19497,real,general,0.00070,0.99930
hydr1c_A_56.mtx,5308,19495,real,general,0.00070,0.99930
hydr1c_A_37.mtx,5308,19495,real,general,0.00070,0.99930
hydr1c_A_74.mtx,5308,19494,real,general,0.00070,0.99930
hydr1c_A_50.mtx,5308,19494,real,general,0.00070,0.99930
hydr1c_A_70.mtx,5308,19492,real,general,0.00070,0.99930
hydr1c_A_63.mtx,5308,19491,real,general,0.00070,0.99930
hydr1c_A_40.mtx,5308,19491,real,general,0.00070,0.99930
hydr1c_A_71.mtx,5308,19488,real,general,0.00070,0.99930
hydr1c_A_24.mtx,5308,19486,real,general,0.00070,0.99930
hydr1c_A_60.mtx,5308,19486,real,general,0.00070,0.99930
hydr1c_A_34.mtx,5308,19485,real,general,0.00070,0.99930
hydr1c_A_27.mtx,5308,19485,real,general,0.00070,0.99930
hydr1c_A_21.mtx,5308,19484,real,general,0.00070,0.99930
hydr1c_A_44.mtx,5308,19480,real,general,0.00070,0.99930
hydr1c_A_53.mtx,5308,19479,real,general,0.00070,0.99930
hydr1c_A_18.mtx,5308,19479,real,general,0.00070,0.99930
hydr1c_A_64.mtx,5308,19478,real,general,0.00070,0.99930
hydr1c_A_28.mtx,5308,19477,real,general,0.00070,0.99930
hydr1c_A_47.mtx,5308,19473,real,general,0.00070,0.99930
hydr1c_A_41.mtx,5308,19468,real,general,0.00070,0.99930
hydr1c_A_75.mtx,5308,19468,real,general,0.00070,0.99930
c-30.mtx,5321,35507,real,symmetric,0.00130,0.99870
c-31.mtx,5339,41955,real,symmetric,0.00150,0.99850
s3rmt3m3.mtx,5357,106526,real,symmetric,0.00370,0.99630
TSOPF_RS_b162_c1.mtx,5374,205399,real,general,0.00710,0.99290
s1rmq4m1.mtx,5489,143300,real,symmetric,0.00480,0.99520
s3rmq4m1.mtx,5489,143300,real,symmetric,0.00480,0.99520
s2rmq4m1.mtx,5489,143300,real,symmetric,0.00480,0.99520
s1rmt3m1.mtx,5489,112505,real,symmetric,0.00370,0.99630
s3rmt3m1.mtx,5489,112505,real,symmetric,0.00370,0.99630
s2rmt3m1.mtx,5489,112505,real,symmetric,0.00370,0.99630
t520.mtx,5563,145952,integer,symmetric,0.00470,0.99530
SiNa.mtx,5743,102265,real,symmetric,0.00310,0.99690
ex18.mtx,5773,71805,real,general,0.00220,0.99780
Na5.mtx,5832,155731,real,symmetric,0.00460,0.99540
g7jac020.mtx,5850,45465,real,general,0.00130,0.99870
g7jac020sc.mtx,5850,45465,real,general,0.00130,0.99870
meg4.mtx,5860,26324,real,symmetric,0.00080,0.99920
utm5940.mtx,5940,83842,real,general,0.00240,0.99760
Hamrle2.mtx,5952,22162,real,general,0.00060,0.99940
c-32.mtx,5975,30223,real,symmetric,0.00080,0.99920
exdata_1.mtx,6001,1137751,real,symmetric,0.03160,0.96840
shermanACd.mtx,6136,53329,real,general,0.00140,0.99860
Alemdar.mtx,6245,24413,integer,symmetric,0.00060,0.99940
raefsky5.mtx,6316,168658,real,general,0.00420,0.99580
c-33.mtx,6317,31220,real,symmetric,0.00080,0.99920
n3c6-b7.mtx,6435,51480,integer,general,0.00120,0.99880
c-35.mtx,6537,34714,real,symmetric,0.00080,0.99920
c-34.mtx,6611,35472,real,symmetric,0.00080,0.99920
bayer03.mtx,6747,56196,real,general,0.00120,0.99880
Zewail.mtx,6752,54233,integer,general,0.00120,0.99880
jan99jac020sc.mtx,6774,38692,real,general,0.00080,0.99920
jan99jac020.mtx,6774,38692,real,general,0.00080,0.99920
ex15.mtx,6867,52769,real,symmetric,0.00110,0.99890
G64.mtx,7000,41459,integer,symmetric,0.00080,0.99920
G61.mtx,7000,17148,integer,symmetric,0.00040,0.99970
G62.mtx,7000,14000,integer,symmetric,0.00030,0.99970
cell1.mtx,7055,34855,real,general,0.00070,0.99930
cell2.mtx,7055,34855,real,general,0.00070,0.99930
